Dialogue_Id,Speaker,Emotion,Emotion_name,Utterance,Annotate(0/1)
9,Joey,0,neutral,Nothing!,0
9,Joey,3,fear,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",0
9,Joey,0,neutral,"But um, I don't think it's anything serious.",0
9,Chandler,6,surprise,This sounds like a hernia. You have toyou-you go to the doctor!,0
9,Joey,3,fear,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",1
9,Chandler,2,disgust,That's a hernia.,0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,0
9,Joey,0,neutral,Nothing!,0
9,Joey,3,fear,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",1
9,Joey,0,neutral,"But um, I don't think it's anything serious.",0
9,Chandler,6,surprise,This sounds like a hernia. You have toyou-you go to the doctor!,1
9,Joey,3,fear,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",0
9,Chandler,2,disgust,That's a hernia.,1
9,Joey,1,anger,Why did I have to start working out again?  Damn you 15s!,1
,,,,,
10,Mona,4,joy,I love your place! Where is this guy from?,0
10,Ross,0,neutral,Uh that's an eighteenth century Indian artifact from Calcutta.,1
10,Mona,6,surprise,"Oh wow! So, you're more than just dinosaurs.",0
,,,,,
11,Ross,0,neutral,"Well, well to sum up, we're having fun, you look young.",0
11,Mona,0,neutral,Okay,0
11,Ross,0,neutral,But that's not enough. So Sohere's a key to my apartment.,1
11,Mona,6,surprise,Really?!,0
,,,,,
11,Ross,0,neutral,"Well, well to sum up, we're having fun, you look young.",0
11,Mona,0,neutral,Okay,0
11,Ross,0,neutral,But that's not enough. So Sohere's a key to my apartment.,1
11,Mona,6,surprise,Really?!,0
11,Ross,0,neutral,Really.,1
11,Mona,0,neutral,You don't think this is too fast.,0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",1
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",1
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",1
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",0
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",1
12,Ross,1,anger,I knew that was him!,0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",1
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",1
12,Ross,1,anger,I knew that was him!,0
12,Charlie,5,sadness,"Anyway I just, uh, I think it's for the best.",1
12,Ross,0,neutral,"Hey, you ok?",0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",0
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",0
12,Ross,1,anger,I knew that was him!,0
12,Charlie,5,sadness,"Anyway I just, uh, I think it's for the best.",0
12,Ross,0,neutral,"Hey, you ok?",0
12,Charlie,5,sadness,I guess.,0
12,Charlie,0,neutral,There was hum...  there was another reason that I thought it was time to end it with Joey.,1
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",0
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",0
12,Ross,1,anger,I knew that was him!,0
12,Charlie,5,sadness,"Anyway I just, uh, I think it's for the best.",0
12,Ross,0,neutral,"Hey, you ok?",0
12,Charlie,5,sadness,I guess.,0
12,Charlie,0,neutral,There was hum...  there was another reason that I thought it was time to end it with Joey.,0
12,Charlie,0,neutral,I started to realize that I was having feelings for someone  else.,0
12,Paleontologist,0,neutral,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",0
12,Ross,0,neutral,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",1
12,Charlie,0,neutral,"Yeah, can you guys just throw him in the pool later?",1
12,Professore Clerk,4,joy,Or we could throw you both in,1
12,Ross,1,anger,"Ok, gentlemen!",0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",0
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",0
12,Ross,1,anger,I knew that was him!,0
12,Charlie,5,sadness,"Anyway I just, uh, I think it's for the best.",0
12,Ross,0,neutral,"Hey, you ok?",0
12,Charlie,5,sadness,I guess.,0
12,Charlie,0,neutral,There was hum...  there was another reason that I thought it was time to end it with Joey.,0
12,Charlie,0,neutral,I started to realize that I was having feelings for someone  else.,0
12,Paleontologist,0,neutral,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",0
12,Ross,0,neutral,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",0
12,Charlie,0,neutral,"Yeah, can you guys just throw him in the pool later?",0
12,Professore Clerk,4,joy,Or we could throw you both in,0
12,Ross,1,anger,"Ok, gentlemen!",0
12,Ross,1,anger,Please!,0
12,Ross,1,anger,Aren't we a little old for this?,0
12,Ross,0,neutral,"I mean, we're scientists, right?",1
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",0
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",0
12,Ross,1,anger,I knew that was him!,0
12,Charlie,5,sadness,"Anyway I just, uh, I think it's for the best.",0
12,Ross,0,neutral,"Hey, you ok?",0
12,Charlie,5,sadness,I guess.,0
12,Charlie,0,neutral,There was hum...  there was another reason that I thought it was time to end it with Joey.,0
12,Charlie,0,neutral,I started to realize that I was having feelings for someone  else.,0
12,Paleontologist,0,neutral,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",1
12,Ross,0,neutral,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",1
12,Charlie,0,neutral,"Yeah, can you guys just throw him in the pool later?",0
12,Professore Clerk,4,joy,Or we could throw you both in,0
12,Ross,1,anger,"Ok, gentlemen!",0
12,Ross,1,anger,Please!,0
12,Ross,1,anger,Aren't we a little old for this?,0
12,Ross,0,neutral,"I mean, we're scientists, right?",0
12,Ross,1,anger,We're academics.,0
,,,,,
12,Ross,1,anger,Get Out!,0
12,Charlie,0,neutral,"Ross, can I talk to you for a minute?",0
12,Ross,0,neutral,"Yes, please!  So, what's going on?",0
12,Charlie,5,sadness,"Uh, well... Joey and I broke up.",0
12,Ross,6,surprise,"Oh my God, wh-what happened?",0
12,Charlie,5,sadness,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",0
12,Ross,1,anger,I knew that was him!,0
12,Charlie,5,sadness,"Anyway I just, uh, I think it's for the best.",0
12,Ross,0,neutral,"Hey, you ok?",0
12,Charlie,5,sadness,I guess.,0
12,Charlie,0,neutral,There was hum...  there was another reason that I thought it was time to end it with Joey.,0
12,Charlie,0,neutral,I started to realize that I was having feelings for someone  else.,0
12,Paleontologist,0,neutral,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",0
12,Ross,0,neutral,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",0
12,Charlie,0,neutral,"Yeah, can you guys just throw him in the pool later?",0
12,Professore Clerk,4,joy,Or we could throw you both in,0
12,Ross,1,anger,"Ok, gentlemen!",0
12,Ross,1,anger,Please!,0
12,Ross,1,anger,Aren't we a little old for this?,0
12,Ross,0,neutral,"I mean, we're scientists, right?",0
12,Ross,1,anger,We're academics.,0
12,Ross,4,joy,And most importantly I... you-you will have to catch us first.,1
,,,,,
13,Ross,4,joy,"Go, go, go!",0
13,Rachel,4,joy,"Oh yeah, now everybody wants to be under this hat!",0
13,Phoebe,2,disgust,Oy!!,0
13,Monica,6,surprise,What's with all this sand?,1
13,Phoebe,0,neutral,"Oh, yeah, Bob said there might be flood damage.",0
,,,,,
13,Ross,4,joy,"Go, go, go!",0
13,Rachel,4,joy,"Oh yeah, now everybody wants to be under this hat!",0
13,Phoebe,2,disgust,Oy!!,0
13,Monica,6,surprise,What's with all this sand?,1
13,Phoebe,0,neutral,"Oh, yeah, Bob said there might be flood damage.",1
13,Ross,0,neutral,"Yeah, either that, or he has a really big cat.",0
,,,,,
14,Joey,1,anger,"Okay, see that blind guy right there? I'm gonna bash his head in later.",0
14,Joey,4,joy,"Oh umm, my big scene is coming up. Big scene coming up.",1
,,,,,
15,Ross,0,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0
15,Joey,0,neutral,"Uhh, the ball thing.",1
15,Ross,0,neutral,Yeah?,1
15,Joey,4,joy,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",0
,,,,,
15,Ross,0,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0
15,Joey,0,neutral,"Uhh, the ball thing.",0
15,Ross,0,neutral,Yeah?,0
15,Joey,4,joy,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",0
15,Ross,0,neutral,"Uhh,",0
15,Joey,4,joy,Okay!,0
15,Joey,3,fear,Uh-oh.,0
,,,,,
15,Ross,0,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0
15,Joey,0,neutral,"Uhh, the ball thing.",0
15,Ross,0,neutral,Yeah?,0
15,Joey,4,joy,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",0
15,Ross,0,neutral,"Uhh,",0
15,Joey,4,joy,Okay!,0
15,Joey,3,fear,Uh-oh.,0
15,Ross,0,neutral,What?,0
15,Joey,5,sadness,I have to pee. And Rachel's in the bathroom!,1
,,,,,
15,Ross,0,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0
15,Joey,0,neutral,"Uhh, the ball thing.",0
15,Ross,0,neutral,Yeah?,0
15,Joey,4,joy,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",0
15,Ross,0,neutral,"Uhh,",0
15,Joey,4,joy,Okay!,0
15,Joey,3,fear,Uh-oh.,0
15,Ross,0,neutral,What?,0
15,Joey,5,sadness,I have to pee. And Rachel's in the bathroom!,0
15,Joey,6,surprise,"Man, I didn't think we were gonna make it!",1
,,,,,
15,Ross,0,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0
15,Joey,0,neutral,"Uhh, the ball thing.",0
15,Ross,0,neutral,Yeah?,0
15,Joey,4,joy,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",0
15,Ross,0,neutral,"Uhh,",0
15,Joey,4,joy,Okay!,0
15,Joey,3,fear,Uh-oh.,0
15,Ross,0,neutral,What?,0
15,Joey,5,sadness,I have to pee. And Rachel's in the bathroom!,0
15,Joey,6,surprise,"Man, I didn't think we were gonna make it!",0
15,Ross,3,fear,"I know!  Don't switch hands, okay?",1
